Patent Summary,Result
"본 발명은 지하철역내, 또는 휴대폰, 전자수첩과 같은 이동통신제품에 설치되어, 노선이 서로 다른 지하철 이용시 각 지하철 환승구간의 환승정보와 출구정보를 효과적으로 알려주며, 사용자의 목적에 따라 전철 및 기차 시간등을 저장, 삭제할 수 있으며 특정 운행시간에 알람기능등을 이동통신 제품에서 설정할 수 있는 지하철 환승정보 및 출구정보안내 시스템에 관한 것으로, 사용자가 현재 이용하고 있는 지하철 노선번호와 다른 노선으로 환승하고자 하는 지하철 노선번호를 입력받는 노선입력부; 입력된 두개의 노선번호를 이용하여 두 노선간의 환승역을 검색, 처리하는 데이터베이스부; 처리된 결과를 액정표시판을 이용하여 사용자에게 전달하는 액정표시부; 및 노선입력부의 정보를 받아 저장하고 액정표시부등의 각 부를 전체적으로 제어하는 주 제어부를 구비하는 것을 특징으로 한다. 또한 본 발명은 적용되는 장소와 제품에 따라 지하철 역내에 설치되는 고정식 지하철 환승정보 및 출구정보안내 시스템과 이동제품에 적용되는 이동식 지하철 환승정보 및 출구정보안내 시스템으로 구분된다.",거절
"본 발명은 모국어(한글,일본어,중국어,기타언어)도메인 등록과 영문 도메인을 변환에 관한 것으로써 한/영변환프로그램을 기동시키면 모국어 (이하 한글이라고 한다.)을 입력시켰을 때 프로그램에 의해서 한글도메인이 자판배열와 같은 임의의 방법으로 의해 영어도메인으로 변환하고 변환된 도메인을 DNS에 등록하는 시스템으로서 인터넷 접속을 위하여 보다 편리하게 접속하기 위해서 모국어도메인으로 등록하므로써 보다 많은 사람들이 쉽게 풍부한 한글 도메인을 사용함으로서 영어도메인의 한계를 극복하는 장점을 가지고 있고 기존 등록된 영어도메인을 모국어도메인으로 변환하여 등록이 되었다면 네티즌들이 접속하는데 리얼네임서버를 거치지 아니하고 직접 접속하여주고 기존에 등록된 영어도메인을 모국어도메인으로 변환하지 아니한 사이트에 네티즌들이 접속을 요청할 때는 리얼네임서버에 접속이 되고 리얼네임서버의 데이터베이스 처리과정을 거친 후 데이터가 있으면 요청한 사이트로 접속을 해주고 데이터가 없으면 검색엔진으로 접속하여 요청한 도메인과 비슷한 사이트를 나열 해 줌으로써 불편함 없이 신속하게 원하는 사이트에 접속할 수 있게 해주는 시스템이다. 한글도메인, 검색엔진, 도메인, DNS, 네임서버, 한/영 변환",거절
"초음파 영상을 보조 디스플레이에 표시하는 초음파 시스템 및 영상 표시 방법이 개시된다. 초음파 시스템은 대상체로부터 획득된 초음파 볼륨 데이터에 대하여, 제1 방향에서의 3차원 영상을 생성하고 생성된 제1 방향에서의 3차원 영상을 디스플레이에 표시한다. 초음파 시스템은 보조 디스플레이의 위치 정보 및 오리엔테이션 정보를 획득하고, 획득된 위치 정보 및 오리엔테이션 정보에 기초하여 제2 방향을 결정한다. 초음파 시스템은, 결정된 제2 방향에서의 3차원 영상을 생성하고, 생성된 제2 방향에서의 3차원 영상이 보조 디스플레이에 표시되도록 제어한다.",등록
"본 발명은 현물 거래 서비스를 구현하는 방법 및 그 시스템에 관한 것이다. 또한 본 발명은 현물광고 플랫폼을 제공하는 서버 및 그 방법에 관한 것으로, 특히 현물 거래에 기반하는 광고 플랫폼을 제공하는 기술에 관한 것이다.",등록
"본 발명은 휴대폰 액정표시장치 접합을 위한 지그 제조방법이 개시된다. 본 발명의 일 실시예에 따른 휴대폰 액정표시장치 접합을 위한 지그 제조방법은 일면이 압착장비와 접촉되는 금속 지그부재(10)를 가공하는 금속 지그부재 가공공정(S100)과, 일면이 상기 금속재 지그부재(10)의 타면과 접촉되며 타면에 휴대폰 케이스가 안착될 수 있게 안착홈이 형성되는 수지 지그부재(20)를 제조하는 수지 지그부재 가공공정(S200)과, 금속 지그부재 가공공정(S100) 및 수지 지그부재 가공공정(S200)을 통해 제조된 금속 지그부재(10)와, 수지 지그부재(20)를 볼팅결합하는 지그부재 체결공정(S300)을 포함하는 것으로, 압착장비와 접촉되는 부분은 금속재질로 형성하고, 휴대폰 케이스가 안착되는 부분은 수지로 형성하여 압착을 통한 케이스와 액정표시장치의 접합시 케이스에 스크래치 등이 발생하는 것을 방지할 수 있도록 한 것이다",등록
"무인환전기에 의해, 환전 종류 및 통화 종류가 선택되는 단계, 상기 무인환전기에 의해, 사용자 인증이 수행되는 단계, 상기 무인환전기에 의해, 상기 무인환전기에 투입된 화폐에 환율이 적용되어 환전액이 계산되는 단계, 및 상기 무인환전기에 의해, 환전액의 수령 방법으로서 카드 적립이 선택되는 단계를 포함하는 무인환전방법이 개시된다.",거절
"본 발명은 콘텐츠 링크된 광고 데이터 디스플레이 장치 및 방법에 관한 것이다. 그 광고데이터 디스플레이 장치는, 콘텐츠 및 광고데이터를 제공하는 서버, 콘텐츠를 재생하는 콘텐츠 재생장치, 광고데이터를 디스플레이하는 사용자 단말을 포함하는 양방향 시스템에서 사용되는 광고데이터 디스플레이 장치에 있어서, 서버로부터 콘텐츠 및 광고데이터를 수신하여 광고데이터를 추출하는 광고데이터 추출부; 광고데이터를 사용자 단말로 송신하거나 사용자 단말로부터 데이터를 수신하는 셋톱박스 송수신부; 셋톱박스 송수신부와 송수신하는 단말 송수신부; 및 콘텐츠를 디스플레이하는 기기와는 별개로 분리되며, 광고데이터를 콘텐츠 재생장치에 재생되는 콘텐츠에 영향을 주지않으면서 콘텐츠와 동기시켜 디스플레이하는 광고 디스플레이부를 포함함을 특징으로 한다. 본 발명에 의하면, 콘텐츠가 재생되고 있는 동안 광고가 광고디스플레이 장치에 항상 노출되어 있어, 콘텐츠에 링크된 광고데이터를 늘 볼 수 있어 사용자가 원하면 찜 기능을 이용해 저장해 놓을 수도 있고, 나중에 상품을 찾으려고 할 때는 저장된 데이터만 검색하면 다시 그 동영상의 해당 장면까지 찾아가지 않아도 되는 편리함이 있다.",거절
"통신 네트워크와 결합된 바이러스를 결정하고, 바이패스 네트워크를 이용하여 통신 네트워크에 항바이러스제를 분산시키는 장치, 디바이스, 방법, 컴퓨터 프로그램 제품, 및 시스템이 설명되며, 여기서 바이패스 네트워크는 통신 네트워크 상의 바이러스의 전달에 비례하여, 더 높은 전달 속도, 더 높은 전달 신뢰도, 더 높은 전달 보안성, 및/또는 물리적으로 분리된 전달 경로 중 적어도 하나를 항바이러스제의 전달에 제공하도록 구성된다. 통신 네트워크, 바이러스, 바이패스 네트워크, 항바이러스제",거절
"휴대가능 정보 단말기 장치(휴대가능 전화기 세트)(20)에 제공된, 정보 판독 센서(25)는 단말기 CPU(21)을 거쳐 단말기 메모리(22) 내의 판독 정보를 저장하기 위해 안테나 코일(12)을 통해 IC 카드(10)의 칩(chip) 메모리에 저장된 정보를 판독한다. 따라서, 정보 판독 센서(25)로 IC 카드를 보유(holding)함으로써, 정보 판독 센서(25)는 디렉토리 정보를 판독할 수 있다. 키보드 조작에 응답하여, 단말기 CPU(21)는 원하는 정보만을 얻기 위해 단말기 메모리(22)에 저장된 정보를 검색한다. 또한, 단말기 CPU(21)는 표시부(24) 상에 검색된 정보를 표시한다. 단말기, 표시부, 정보 검색, IC 카드, 메모리",거절
"게시된 발명은 엑스선 촬영 장치, 엑스선 촬영 장치에 대한 원격 제어 장치 및 엑스선 촬영 장치를 제어하는 방법에 관한 것으로, 엑스선 촬영 장치는 대상체로 엑스선을 조사하고 이동 가능한 엑스선 조사부, 상기 엑스선 조사부에서 조사된 엑스선을 검출하여 전기적 신호로 변환하고 이동 가능한 엑스선 검출부, 상기 엑스선 조사부 및 상기 엑스선 검출부 중 적어도 하나의 목적 위치 정보를 입력받는 입력부 및 상기 입력된 목적 위치 정보에 따라서 엑스선 조사부 및 상기 엑스선 검출부의 이동을 제어하는 제어부를 포함한다.",거절
"본 발명은 세탁기에 관한 것이다. 더욱 상세하게는, 무선통신장치와 무선통신제어부를 구비하여, 무선통신장치를 갖는 모바일폰과 통신이 가능한 세탁기에 관한 것이다. 본 발명에 따른 세탁기에 따르면, 사용자는 별도의 리모컨 등을 구비하지 않아도, 원격으로 상기 세탁기의 정보를 확인하거나, 상기 세탁기를 제어할 수 있다. 또한, 본 발명에 따른 세탁기는 무선통신장치를 구비하는 모바일폰으로부터 새로운 세탁기 구동프로그램을 받아서 설치할 수 있으므로, 사용자의 변화하는 요구에 부응할 수 있다. 세탁기, 블루투스, 모바일폰, 통신, 제어",거절
"본 발명은 암부를 제거한 백라이트 어셈블리 및 이를 구비한 평판표시장치에 관한 것이다. 이를 위하여 본 발명에 따른 백라이트 어셈블리는, 광을 출사하는 광원과, 광원으로부터 출사된 광이 입사되어 안내되고 광의 입사면측에 광의 확산 영역이 형성된 도광판을 포함한다. 암부, 발광 다이오드, 확산 영역, 도파 영역",거절
"서브필드 방식에 의한 플라즈마 디스플레이 패널 장치 및 그 구동 방법이 개시된다. 본 발명에 따라, 서브필드 방식에 의한 플라즈마 디스플레이 패널 장치를 구동하는 방법은, (a) 짝수의 광파를 발생시키기 위한 제1 이벤트 파형 및 홀수의 광파를 발생시키기 위한 제2 이벤트 파형을 서브 필드에 할당하는 단계; 및 (b) 할당된 이벤트 파형에 따라, 광파를 발생시키기 위한 서스테인 펄스를 출력하는 단계를 포함하는 것을 특징으로 한다. 이에 따라, 그레이 레벨의 선형성이 향상되어, 화질이 개선되는 효과가 있다.",거절
"본 발명은 항공안전 이행 현황을 체계적으로 관리하는 국제 항공안전 규정관리 시스템에 관한 것으로, 보다 상세하게는, 본 발명은 국제민간항공기구(International Civil Aviation Organization, ICAO)가 제정, 관리하는 18개 분야 부속서(Annex)에서 요구하는 항공안전규정(Standards And Recommended Practices, SARPs)을 기본으로 하여 자국의 항공안전 이행 현황을 자동으로 분석, 보완 및 평가하는 국제 항공안전 규정관리 시스템에 관한 것이다. 본 발명의 국제 항공안전 규정관리 시스템은, 국제항공안전규정 제개정 발의에 관한 공식문서(State Letter) 정보로 이루어진 공식문서 데이터베이스 (1), 국제항공안전규정 정보로 이루어진 안전규정 데이터베이스 (2), 자국 항공법령 정보로 이루어진 항공법령 데이터베이스 (3), 국제항공안전규정과 자국 항공법령의 비교분석 정보로 이루어진 비교분석 데이터베이스 (4), 이행 현황 정보로 이루어진 이행관리 데이터베이스 (5)로 구성되는 데이터베이스 서버 (10); 상기 데이터베이스 서버(10)에 연결되며, 상기 안전규정 데이터베이스(2)와 상기 항공법령 데이터베이스(3)의 정보를 비교 및 분석하고 그 결과를 정리 및 가공하여 비교분석 데이터베이스(4)에 업데이트하는 비교/관리 프로그램 (6)과, 상기 비교/관리 프로그램(6)에 의해 가공된 정보를 제공하고 이행 현황 정보를 입력받아 상기 이행관리 데이터베이스(5)에 업데이트하는 분석/보고/평가 프로그램 (7)이 내장되는 메인 서버 (20); 상기 메인 서버(20)와 유선 또는 무선 네트워크를 통해 연결되며, 상기 메인 서버 (20)로 이행 현황 정보를 전송 입력하고 상기 메인 서버(20)를 통해 상기 데이터베이스 서버(10)에 저장된 정보를 검색, 조회, 수정, 저장 또는 삭제하는 단말 (30); 을 포함하여 이루어지는 것을 특징으로 한다. 국제 항공안전 규정관리 시스템, 국제항공안전규정, 국내항공법령, 항공안전 이행 현황 관리, SMIS, SARPs",등록
